"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2009","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","139",""
"SURVEY","2009","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2009","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","201",""
"SURVEY","2009","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","345",""
"SURVEY","2009","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2009","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","260",""
"SURVEY","2009","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2009","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2008","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","142.1",""
"SURVEY","2008","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","190",""
"SURVEY","2008","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","126",""
"SURVEY","2008","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2008","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","139",""
"SURVEY","2008","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","151",""
"SURVEY","2008","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","132",""
"SURVEY","2008","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2008","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","159",""
"SURVEY","2008","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2008","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","259",""
"SURVEY","2008","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","168",""
"SURVEY","2008","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2008","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","155",""
"SURVEY","2008","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","244",""
"SURVEY","2008","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","136",""
"SURVEY","2008","MARKETING YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","157",""
"SURVEY","2008","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","144",""
"SURVEY","2008","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","139",""
"SURVEY","2008","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2008","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","168",""
"SURVEY","2008","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","137",""
"SURVEY","2008","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2008","MARKETING YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2008","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","162",""
"SURVEY","2008","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2008","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2008","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","218",""
"SURVEY","2008","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","136",""
"SURVEY","2008","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","168",""
"SURVEY","2008","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","141",""
"SURVEY","2008","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","234",""
"SURVEY","2008","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2008","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","134",""
"SURVEY","2008","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","209",""
"SURVEY","2008","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","134",""
"SURVEY","2008","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","157",""
"SURVEY","2008","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","220",""
"SURVEY","2008","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","242",""
"SURVEY","2008","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","151",""
"SURVEY","2008","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","216",""
"SURVEY","2008","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","150",""
"SURVEY","2008","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","137",""
"SURVEY","2007","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","107.7",""
"SURVEY","2007","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","149",""
"SURVEY","2007","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","126",""
"SURVEY","2007","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2007","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","104",""
"SURVEY","2007","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2007","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","99",""
"SURVEY","2007","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","119",""
"SURVEY","2007","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2007","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2007","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","249",""
"SURVEY","2007","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","150",""
"SURVEY","2007","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","131",""
"SURVEY","2007","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","118",""
"SURVEY","2007","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","212",""
"SURVEY","2007","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","108",""
"SURVEY","2007","MARKETING YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","132",""
"SURVEY","2007","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","119",""
"SURVEY","2007","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","104",""
"SURVEY","2007","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","91",""
"SURVEY","2007","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2007","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","99",""
"SURVEY","2007","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","103",""
"SURVEY","2007","MARKETING YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","299",""
"SURVEY","2007","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","196",""
"SURVEY","2007","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2007","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","138",""
"SURVEY","2007","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","249",""
"SURVEY","2007","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","96",""
"SURVEY","2007","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","177",""
"SURVEY","2007","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","131",""
"SURVEY","2007","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","266",""
"SURVEY","2007","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2007","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","102",""
"SURVEY","2007","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","199",""
"SURVEY","2007","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","96",""
"SURVEY","2007","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","113",""
"SURVEY","2007","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2007","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","243",""
"SURVEY","2007","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","125",""
"SURVEY","2007","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","209",""
"SURVEY","2007","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","122",""
"SURVEY","2007","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2006","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","100.5",""
"SURVEY","2006","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","121",""
"SURVEY","2006","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","91",""
"SURVEY","2006","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","89",""
"SURVEY","2006","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","97",""
"SURVEY","2006","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","104",""
"SURVEY","2006","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2006","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","120",""
"SURVEY","2006","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","121",""
"SURVEY","2006","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","97",""
"SURVEY","2006","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","214",""
"SURVEY","2006","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2006","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","137",""
"SURVEY","2006","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","117",""
"SURVEY","2006","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","219",""
"SURVEY","2006","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","90",""
"SURVEY","2006","MARKETING YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2006","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2006","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","94",""
"SURVEY","2006","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","93",""
"SURVEY","2006","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","98",""
"SURVEY","2006","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2006","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","93",""
"SURVEY","2006","MARKETING YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","362",""
"SURVEY","2006","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","114",""
"SURVEY","2006","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","119",""
"SURVEY","2006","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2006","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","157",""
"SURVEY","2006","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","91",""
"SURVEY","2006","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2006","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","105",""
"SURVEY","2006","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","238",""
"SURVEY","2006","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","163",""
"SURVEY","2006","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","94",""
"SURVEY","2006","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","184",""
"SURVEY","2006","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","89",""
"SURVEY","2006","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","98",""
"SURVEY","2006","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","120",""
"SURVEY","2006","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","220",""
"SURVEY","2006","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","124",""
"SURVEY","2006","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","202",""
