Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"MD0806110039HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","D","1","","CA","","0.15"
"MD0806110039HYUS2","HY","297","Fluvalinate","0.001","0.001","M","","SM","O","RE","Clover","NC","D","1","","CA","","0.05"
"MD0806110039HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0252","0.004","M","","SM","O","RE","Clover","NC","D","1","","CA","","1"
"MI0802120021HYUS2","HY","254","Dicofol p,p'","0.0041","0.001","M","V","SM","O","RE","Unknown","NC","D","1","","IL","","NT"
"MI0802120021HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.004","M","","SM","O","RE","Unknown","NC","D","1","","IL","","1"
"MI0803110008HYUS2","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Unknown","NC","D","1","","MI","","0.15"
"MI0804150008HYUS2","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Pure Honey","NC","D","1","","MI","","0.15"
"MI0804150008HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0044","0.004","M","","SM","O","RE","Pure Honey","NC","D","1","","MI","","1"
"MI0806100008HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.004","M","","SM","O","RE","Pure","NC","D","1","","MI","","1"
"MI0807150056HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0051","0.004","M","","SM","O","RE","Clover","NC","R","1","","MI","","1"
"MI0809090056HYUS2","HY","124","Coumaphos","0.0018","0.001","M","","SM","O","RE","Na","NC","D","1","","IL","","0.15"
"NY0801150254HYUS2P","HY","124","Coumaphos","0.002","0.001","M","","SM","O","RE","Clover","NC","R","1","","MD","","0.15"
"NY0801150280HYUS2","HY","124","Coumaphos","0.0023","0.001","M","","SM","O","RE","Pure","NC","D","1","","IL","","0.15"
"NY0802120254HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","D","1","","MD","","0.15"
"NY0803110005HYUS2P","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Pure","NC","R","1","","NJ","","0.15"
"NY0803110005HYUS2P","HY","529","Vinclozolin","0.0021","0.001","M","V","SM","O","RE","Pure","NC","R","1","","NJ","","NT"
"NY0803110020HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","L","1","","IA","","0.15"
"NY0803110220HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Natural Pure","NC","D","1","","PA","","0.15"
"NY0803110250HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0233","0.004","M","","SM","O","RE","Wild Flower","NC","L","1","","NY","","1"
"NY0803110279HYUS2","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","Clover","NC","D","1","","KS","","0.15"
"NY0805130261HYUS2P","HY","297","Fluvalinate","0.0012","0.001","M","","SM","O","RE","Pure, Clover","NC","R","1","","AR","","0.05"
"NY0806100006HYUS2P","HY","124","Coumaphos","0.002","0.001","M","","SM","O","RE","Clover","NC","R","1","","ME","","0.15"
"NY0806100250HYUS2","HY","124","Coumaphos","0.0025","0.001","M","","SM","O","RE","Wild Flower","NC","L","1","","NY","","0.15"
"NY0806100250HYUS2","HY","297","Fluvalinate","0.0013","0.001","M","","SM","O","RE","Wild Flower","NC","L","1","","NY","","0.05"
"NY0806100250HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0364","0.004","M","","SM","O","RE","Wild Flower","NC","L","1","","NY","","1"
"NY0807150005HYUS2P","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Wildflower Blossom","NC","R","1","","PA","","0.15"
"NY0807150017HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Pure","NC","D","1","","IL","","0.15"
"NY0807150017HYUS2","HY","297","Fluvalinate","0.002","0.001","M","","SM","O","RE","Pure","NC","D","1","","IL","","0.05"
"NY0807150250HYUS2","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","Orange Blossom","NC","L","1","","NY","","0.15"
"NY0808120278HYUS2P","HY","124","Coumaphos","0.0024","0.001","M","","SM","O","RE","Clover / Pure","OT","R","1","","AR","","0.15"
"NY0808120278HYUS2P","HY","297","Fluvalinate","0.0021","0.001","M","","SM","O","RE","Clover / Pure","OT","R","1","","AR","","0.05"
"NY0809090006HYUS2P","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Clover","NC","R","1","","IA","","0.15"
"NY0809090006HYUS2P","HY","297","Fluvalinate","0.0012","0.001","M","","SM","O","RE","Clover","NC","R","1","","IA","","0.05"
"NY0809090250HYUS2","HY","124","Coumaphos","0.0082","0.001","M","","SM","O","RE","Buckwheat","NC","L","1","","NY","","0.15"
"NY0809090280HYUS2","HY","124","Coumaphos","0.0028","0.001","M","","SM","O","RE","Pure","NC","D","1","","IL","","0.15"
"OH0801070136HYUS2P","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover","NC","L","1","","OH","","0.15"
"OH0801070136HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0065","0.004","M","","SM","O","RE","Clover","NC","L","1","","OH","","1"
"OH0802040100HYUS2","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Clover","NC","D","1","","OH","","0.15"
"OH0802040136HYUS2P","HY","297","Fluvalinate","0.0096","0.001","M","","SM","O","RE","Orange Blossom","NC","R","1","","OH","","0.05"
"OH0803040218HYUS2","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","Clover Grade A","NC","D","1","","TX","","0.15"
"OH0804070430HYUS2P","HY","070","Piperonyl butoxide","0.0076","0.006","M","","SM","O","RE","Clover","NC","R","1","","PA","","10"
"OH0804070430HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","R","1","","PA","","0.15"
"OH0804070430HYUS2P","HY","254","Dicofol p,p'","0.0012","0.001","M","V","SM","O","RE","Clover","NC","R","1","","PA","","NT"
"OH0805050212HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","R","1","","OH","","0.15"
"OH0806020100HYUS2","HY","124","Coumaphos","0.0023","0.001","M","","SM","O","RE","Wild Natural","NC","D","1","","IA","","0.15"
"OH0806020100HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0068","0.004","M","","SM","O","RE","Wild Natural","NC","D","1","","IA","","1"
"OH0806020136HYUS2P","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Buckwheat","NC","R","1","","OH","","0.15"
"OH0806020212HYUS2P","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Pure Clover","NC","R","1","","OH","","0.15"
"OH0806020212HYUS2P","HY","297","Fluvalinate","0.0023","0.001","M","","SM","O","RE","Pure Clover","NC","R","1","","OH","","0.05"
"OH0806020212HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0851","0.004","M","","SM","O","RE","Pure Clover","NC","R","1","","OH","","1"
"OH0807070100HYUS2","HY","124","Coumaphos","0.0026","0.001","M","","SM","O","RE","Raw Wild Natural","NC","D","1","","IA","","0.15"
"OH0807070212HYUS2P","HY","297","Fluvalinate","0.0013","0.001","M","","SM","O","RE","Pure Clover","NC","R","1","","OH","","0.05"
"OH0808040100HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Naturally","NC","D","1","","IA","","0.15"
"OH0809020100HYUS2","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Raw Wild Natural","NC","D","1","","IA","","0.15"
"TX0801070201HYUS2","HY","254","Dicofol p,p'","0.0035","0.001","M","V","SM","O","RE","Orange Blossom","NC","D","1","","IA","","NT"
"TX0801070201HYUS2","HY","297","Fluvalinate","0.0019","0.001","M","","SM","O","RE","Orange Blossom","NC","D","1","","IA","","0.05"
"TX0801070419HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0286","0.004","M","","SM","O","RE","Clover Honey","NC","D","1","","AR","","1"
"TX0802040201HYUS2","HY","297","Fluvalinate","0.004","0.001","M","","SM","O","RE","Orange Blossom","NC","D","1","","IA","","0.05"
"TX0802040212HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","D","1","","TX","","0.15"
"TX0803030103HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","","NC","D","1","","TX","","0.15"
"TX0803030103HYUS2","HY","297","Fluvalinate","0.0011","0.001","M","","SM","O","RE","","NC","D","1","","TX","","0.05"
"TX0803030103HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0058","0.004","M","","SM","O","RE","","NC","D","1","","TX","","1"
"TX0803030105HYUS2","HY","124","Coumaphos","0.0026","0.001","M","","SM","O","RE","Wildflower","NC","D","1","","TX","","0.15"
"TX0803030201HYUS2","HY","254","Dicofol p,p'","0.0036","0.001","M","V","SM","O","RE","Orange Blossom","NC","D","1","","IA","","NT"
"TX0803030201HYUS2","HY","297","Fluvalinate","0.0019","0.001","M","","SM","O","RE","Orange Blossom","NC","D","1","","IA","","0.05"
"TX0804070409HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0048","0.004","M","","SM","O","RE","Clover","NC","D","1","","KS","","1"
"TX0805050103HYUS2","HY","124","Coumaphos","0.0026","0.001","M","","SM","O","RE","","NC","D","1","","TX","","0.15"
"TX0805050103HYUS2","HY","297","Fluvalinate","0.0031","0.001","M","","SM","O","RE","","NC","D","1","","TX","","0.05"
"TX0805050103HYUS2","HY","539","Permethrin Total","0.011","0.01","M","V","SM","O","RE","","NC","D","1","","TX","","NT"
"TX0805050105HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","","NC","D","1","","IL","","0.15"
"TX0805050105HYUS2","HY","297","Fluvalinate","0.0013","0.001","M","","SM","O","RE","","NC","D","1","","IL","","0.05"
"TX0805050201HYUS2","HY","297","Fluvalinate","0.0049","0.001","M","","SM","O","RE","Orange Blossom","NC","D","1","","IA","","0.05"
"TX0805050300HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","","NC","D","1","","IL","","0.15"
"TX0805050419HYUS2","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","Clover","NC","D","1","","AR","","0.15"
"TX0805050419HYUS2","HY","297","Fluvalinate","0.0021","0.001","M","","SM","O","RE","Clover","NC","D","1","","AR","","0.05"
"TX0806020103HYUS2","HY","124","Coumaphos","0.0033","0.001","M","","SM","O","RE","Clover","NC","D","1","","OH","","0.15"
"TX0806020103HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0077","0.004","M","","SM","O","RE","Clover","NC","D","1","","OH","","1"
"TX0806020419HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","1","","AR","","0.15"
"TX0806020419HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0059","0.004","M","","SM","O","RE","Clover","NC","D","1","","AR","","1"
"TX0807070201HYUS2","HY","254","Dicofol p,p'","0.0034","0.001","M","V","SM","O","RE","Wildflower","NC","D","1","","WI","","NT"
"TX0808040201HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Wild Flower","NC","D","1","","WI","","0.15"
"TX0809020201HYUS2","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","Wildflower","NC","D","1","","WI","","0.15"
"WA0801070004HYUS2","HY","254","Dicofol p,p'","0.0014","0.001","M","V","SM","O","RE","Clover","NC","R","1","","CA","","NT"
"WA0801070008HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0067","0.004","M","","SM","O","RE","Clover","NC","D","1","","CA","","1"
"WA0801070033HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover Honey","OT","R","1","","AR","","0.15"
"WA0802040010HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","","NC","R","1","","WA","","0.15"
"WA0802040033HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover Honey","OT","R","1","","AR","","0.15"
"WA0803030011HYUS2P","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Clover","NC","R","1","","OR","","0.15"
"WA0804070004HYUS2","HY","297","Fluvalinate","0.0011","0.001","M","","SM","O","RE","Clover","NC","R","1","","CA","","0.05"
"WA0805050002HYUS2P","HY","124","Coumaphos","0.0022","0.001","M","","SM","O","RE","Clover","NC","R","1","","WA","","0.15"
"WA0805050002HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0049","0.004","M","","SM","O","RE","Clover","NC","R","1","","WA","","1"
"WA0805050008HYUS2","HY","070","Piperonyl butoxide","0.0091","0.006","M","","SM","O","RE","Clover Honey","NC","D","1","","CA","","10"
"WA0805050008HYUS2","HY","297","Fluvalinate","0.0015","0.001","M","","SM","O","RE","Clover Honey","NC","D","1","","CA","","0.05"
"WA0805050011HYUS2P","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Clover","NC","R","1","","IL","","0.15"
"WA0805050011HYUS2P","HY","254","Dicofol p,p'","0.0017","0.001","M","V","SM","O","RE","Clover","NC","R","1","","IL","","NT"
"WA0806020008HYUS2","HY","070","Piperonyl butoxide","0.0086","0.006","M","","SM","O","RE","Clover Honey","NC","D","1","","CA","","10"
"WA0806020008HYUS2","HY","297","Fluvalinate","0.0013","0.001","M","","SM","O","RE","Clover Honey","NC","D","1","","CA","","0.05"
"WA0806020008HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0074","0.004","M","","SM","O","RE","Clover Honey","NC","D","1","","CA","","1"
"WA0806090031HYUS2P","HY","297","Fluvalinate","0.0145","0.001","M","","SM","O","RE","Clover","NC","R","1","","IA","","0.05"
"WA0807070001HYUS2P","HY","144","Dicloran","0.0016","0.001","M","V","SM","O","RE","Clover","NC","R","1","","IA","","NT"
"WA0807070010HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0302","0.004","M","","SM","O","RE","Clover","NC","R","1","","WA","","1"
"WA0809020008HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","1","","CA","","0.15"
"WA0809020008HYUS2","HY","297","Fluvalinate","0.0067","0.001","M","","SM","O","RE","Clover","NC","D","1","","CA","","0.05"
"WI0803030122HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0062","0.004","M","","SM","O","RE","Clover Honey","NC","D","1","","IA","","1"
"WI0806020125HYUS2","HY","254","Dicofol p,p'","0.0015","0.001","M","V","SM","O","RE","","NC","D","1","","OH","","NT"
"CA1704170152HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1704170620HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.02","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1704180533HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Orange Blossom Honey","NC","R","1","","","","0.2"
"CA1704180547HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Pure","NC","R","1","","","","0.2"
"CA1704180626HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.025","0.003","M","","","O","RE","Clover Raw Unfiltere","NC","R","1","","","","0.2"
"CA1704180626HYUS2","HY","ALG","Thymol","0.022","0.005","M","","","O","RE","Clover Raw Unfiltere","NC","R","1","","","","EX"
"CA1705150001HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Unknown","NC","R","1","","","","0.2"
"CA1705150414HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1705150496HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.052","0.003","M","","","O","RE","Raw and Unfiltered","NC","R","1","","","","0.2"
"CA1705150496HYUS2","HY","ALG","Thymol","0.013","0.005","M","","","O","RE","Raw and Unfiltered","NC","R","1","","","","EX"
"CA1705150504HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.009","0.003","M","","","O","RE","Grade A Fancy","NC","R","1","","","","0.2"
"CA1705150550HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.036","0.003","M","","","O","RE","Orange Blossom, Pure","NC","R","1","","","","0.2"
"CA1705150561HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Multi-Floral and Clo","NC","R","1","","","","0.2"
"CA1705150605HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Clover","NC","H","1","","","","0.2"
"CA1705150607HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.056","0.003","M","","","O","RE","Purple Sage","NC","H","1","","","","0.2"
"CA1705150627HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.022","0.003","M","","","O","RE","Grade A","NC","R","1","","","","0.2"
"CA1705220001HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Unknown","NC","R","1","","","","0.2"
"CA1705220273HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1705220553HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1705220561HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Multi-Floral and Clo","NC","R","1","","","","0.2"
"CA1706190001HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.064","0.003","M","","","O","RE","Pure, Unfiltered","NC","R","1","","","","0.2"
"CA1706190004HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.028","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1706190004HYUS2P","HY","ALG","Thymol","0.067","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"CA1706190273HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Pure, Spun","NC","R","1","","","","0.2"
"CA1706190548HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Pure","NC","R","1","","","","0.2"
"CA1706190549HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","N/A","NC","R","1","","","","0.2"
"CA1706190564HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Clover","NC","D","1","","","","0.2"
"CA1706190569HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Wildflower, Pure, Ra","NC","R","1","","","","0.2"
"CA1706190577HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.03","0.003","M","","","O","RE","Wildflower, Raw, Unf","NC","R","1","","","","0.2"
"CA1706190577HYUS2","HY","ALG","Thymol","0.039","0.005","M","","","O","RE","Wildflower, Raw, Unf","NC","R","1","","","","EX"
"CA1706190625HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.042","0.003","M","","","O","RE","Wildflower, Raw, Unf","NC","R","1","","","","0.2"
"CA1707240001HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","Grade A Fancy","NC","R","1","","","","0.2"
"CA1707240004HYUS2P","HY","124","Coumaphos","0.013","0.008","M","","","O","RE","N/A","NC","R","1","","","","0.15"
"CA1707240149HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.042","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"CA1707240151HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.041","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"CA1707240273HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.012","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1707240547HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.016","0.003","M","","","O","RE","Pure","NC","R","1","","","","0.2"
"CA1707240548HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.017","0.003","M","","","O","RE","Pure","NC","R","1","","","","0.2"
"CA1707240549HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.017","0.003","M","","","O","RE","U.S. Grade A","NC","R","1","","","","0.2"
"CA1707240553HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1707240554HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Spun","NC","R","1","","","","0.2"
"CA1708210004HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Unknown","NC","R","1","","","","0.2"
"CA1708210146HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1708210149HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.042","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"CA1708210273HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1708210553HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"CA1708210553HYUS2P","HY","ALG","Thymol","0.083","0.005","M","","","O","RE","Clover","NC","R","1","","","","EX"
"CA1708210561HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Unknown","NC","R","1","","","","0.2"
"CA1708210561HYUS2P","HY","ALG","Thymol","0.048","0.005","M","","","O","RE","Unknown","NC","R","1","","","","EX"
"CA1708210645HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Pure","NC","R","1","","","","0.2"
"CO1704240010HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.028","0.003","M","","","O","RE","Clover","NC","T","1","","","","0.2"
"CO1704240010HYUS2","HY","ALG","Thymol","0.021","0.005","M","","","O","RE","Clover","NC","T","1","","","","EX"
"CO1706260007HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Clover","NC","D","1","","","","0.2"
"CO1706260007HYUS2","HY","ALG","Thymol","0.068","0.005","M","","","O","RE","Clover","NC","D","1","","","","EX"
"CO1707310007HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.022","0.003","M","","","O","RE","Clover","NC","D","1","","","","0.2"
"CO1708280006HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","Clover","NC","D","1","","","","0.2"
"CO1708280012HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.023","0.003","M","","","O","RE","Clover, 100% Pure Sq","NC","D","1","","","","0.2"
"FL1704240007HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Pure","NC","D","1","","","","0.2"
"FL1704240007HYUS2","HY","ALG","Thymol","0.082","0.005","M","","","O","RE","Pure","NC","D","1","","","","EX"
"FL1704240049HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.011","0.003","M","","","O","RE","Raw, Gently Strained","NC","R","1","","","","0.2"
"FL1704240049HYUS2P","HY","ALG","Thymol","0.029","0.005","M","","","O","RE","Raw, Gently Strained","NC","R","1","","","","EX"
"FL1704240080HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.027","0.003","M","","","O","RE","Clover, Spun; Spread","NC","R","1","","","","0.2"
"FL1704240088HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.022","0.003","M","","","O","RE","Orange Blossom, Pure","NC","R","1","","","","0.2"
"FL1704240096HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Wildflower","NC","D","1","","","","0.2"
"FL1705220019HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.02","0.003","M","","","O","RE","Orange Blossom Pure","NC","R","1","","","","0.2"
"FL1705220039HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Clover","NC","H","1","","","","0.2"
"FL1705220083HYUS2","HY","227","Alachlor","0.48","0.4","M","V","","O","RE","Wildflower","NC","L","1","","","","NT"
"FL1705220083HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","Wildflower","NC","L","1","","","","0.2"
"FL1705220088HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.015","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"FL1706260057HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Orange Blossom, US F","NC","H","1","","","","0.2"
"FL1706260080HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.019","0.003","M","","","O","RE","Orange Blossom","NC","R","1","","","","0.2"
"FL1706260091HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.02","0.003","M","","","O","RE","Clover","NC","R","1","","","","0.2"
"FL1707310019HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover, Fancy White ","NC","R","1","","","","0.2"
"FL1707310057HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","Orange Blossom, US F","NC","H","1","","","","0.2"
"FL1707310068HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.045","0.003","M","","","O","RE","Pure Natural Unfilte","NC","H","1","","","","0.2"
"FL1707310076HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.043","0.003","M","","","O","RE","Pure","NC","R","1","","","","0.2"
"FL1707310091HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.082","0.003","M","","","O","RE","Orange Blossom, Filt","NC","R","1","","","","0.2"
